window_idx,pdr_hat,b_hat,pdr_cell,b_cell,region
1587,0.82,3,0.75,3,grid
1588,0.93,2,0.85,2,grid
1589,0.91,1,0.85,2,grid
1590,0.73,5,0.65,5,grid
1591,0.46,32,0.45,40,grid
1592,0.2,20,SAT,20,sat_worst
1593,0.42,20,SAT,20,sat_worst
1594,0.21,55,SAT,SAT,sat_worst
1595,0.9,1,0.85,2,grid
1596,0.82,8,0.75,10,grid
1597,0.88,2,0.85,2,grid
1598,0.91,1,0.85,2,grid
1599,0.93,2,0.85,2,grid
1600,0.87,2,0.85,2,grid
1601,0.91,1,0.85,2,grid
1602,0.91,1,0.85,2,grid
1603,0.91,3,0.85,3,grid
1604,0.71,4,0.65,5,grid
1605,0.65,9,0.65,10,grid
1606,0.2,25,SAT,40,sat_worst
1607,0.79,6,0.75,10,grid
1608,0.77,3,0.75,3,grid
1609,0.14,32,SAT,40,sat_worst
1610,0.07,36,SAT,40,sat_worst
1611,0.28,22,SAT,40,sat_worst
1612,0.21,25,SAT,40,sat_worst
1613,0.58,13,0.55,20,grid
1614,0.85,2,0.85,2,grid
1615,0.42,41,SAT,SAT,sat_worst
1616,0.0,100,SAT,SAT,sat_worst
1617,0.41,34,SAT,40,sat_worst
1618,0.84,4,0.75,5,grid
1619,0.91,1,0.85,2,grid
1620,0.91,2,0.85,2,grid
1621,0.57,17,0.55,20,grid
1622,0.33,40,SAT,40,sat_worst
1623,0.32,14,SAT,20,sat_worst
1624,0.06,56,SAT,SAT,sat_worst
1625,0.02,63,SAT,SAT,sat_worst
1626,0.19,56,SAT,SAT,sat_worst
1627,0.46,18,0.45,20,grid
1628,0.1,38,SAT,40,sat_worst
1629,0.24,52,SAT,SAT,sat_worst
1630,0.81,4,0.75,5,grid
1631,0.11,87,SAT,SAT,sat_worst
1632,0.22,78,SAT,SAT,sat_worst
1633,0.95,1,0.95,2,grid
1634,0.9,3,0.85,3,grid
1635,0.77,5,0.75,5,grid
1636,0.89,1,0.85,2,grid
1637,0.97,1,0.95,2,grid
1638,0.78,11,0.75,20,grid
1639,0.96,1,0.95,2,grid
1640,0.98,1,0.95,2,grid
1641,0.82,2,0.75,2,grid
1642,0.88,3,0.85,3,grid
1643,0.89,2,0.85,2,grid
1644,0.81,4,0.75,5,grid
1645,0.41,18,SAT,20,sat_worst
1646,0.8,5,0.75,5,grid
1647,0.86,2,0.85,2,grid
1648,0.89,2,0.85,2,grid
1649,0.92,1,0.85,2,grid
1650,0.87,2,0.85,2,grid
1651,0.92,1,0.85,2,grid
1652,0.91,2,0.85,2,grid
1653,0.89,1,0.85,2,grid
1654,0.87,2,0.85,2,grid
1655,0.97,1,0.95,2,grid
1656,0.89,1,0.85,2,grid
1657,0.91,1,0.85,2,grid
1658,0.88,3,0.85,3,grid
1659,0.92,2,0.85,2,grid
1660,0.86,2,0.85,2,grid
1661,0.91,1,0.85,2,grid
1662,0.87,2,0.85,2,grid
1663,0.9,2,0.85,2,grid
1664,0.96,2,0.95,2,grid
1665,0.89,1,0.85,2,grid
1666,0.87,1,0.85,2,grid
1667,0.89,2,0.85,2,grid
1668,0.95,1,0.95,2,grid
1669,0.91,2,0.85,2,grid
1670,0.9,2,0.85,2,grid
1671,0.9,1,0.85,2,grid
1672,0.92,1,0.85,2,grid
1673,0.79,4,0.75,5,grid
1674,0.85,1,0.85,2,grid
1675,0.87,1,0.85,2,grid
1676,0.94,1,0.85,2,grid
1677,0.95,2,0.95,2,grid
1678,0.86,2,0.85,2,grid
1679,0.65,10,0.65,10,grid
1680,0.17,57,SAT,SAT,sat_worst
1681,0.85,3,0.85,3,grid
1682,0.95,1,0.95,2,grid
1683,0.98,1,0.95,2,grid
1684,0.87,1,0.85,2,grid
1685,0.88,4,0.85,5,grid
1686,0.89,1,0.85,2,grid
1687,0.96,1,0.95,2,grid
1688,0.94,2,0.85,2,grid
1689,0.88,2,0.85,2,grid
1690,0.95,1,0.95,2,grid
1691,0.87,3,0.85,3,grid
1692,0.97,1,0.95,2,grid
1693,0.93,2,0.85,2,grid
1694,0.94,1,0.85,2,grid
1695,0.91,2,0.85,2,grid
1696,0.95,1,0.95,2,grid
1697,0.88,1,0.85,2,grid
1698,0.96,1,0.95,2,grid
1699,0.92,2,0.85,2,grid
1700,0.81,4,0.75,5,grid
1701,0.97,1,0.95,2,grid
1702,0.93,2,0.85,2,grid
1703,0.98,1,0.95,2,grid
1704,0.82,4,0.75,5,grid
1705,0.9,3,0.85,3,grid
1706,0.94,1,0.85,2,grid
1707,0.87,2,0.85,2,grid
1708,0.94,1,0.85,2,grid
1709,0.9,2,0.85,2,grid
1710,0.94,1,0.85,2,grid
1711,0.93,2,0.85,2,grid
1712,0.88,4,0.85,5,grid
1713,0.95,1,0.95,2,grid
1714,0.96,1,0.95,2,grid
1715,0.88,3,0.85,3,grid
1716,0.88,2,0.85,2,grid
1717,0.89,1,0.85,2,grid
1718,0.96,1,0.95,2,grid
1719,0.9,2,0.85,2,grid
1720,0.87,3,0.85,3,grid
1721,0.9,1,0.85,2,grid
1722,0.9,2,0.85,2,grid
1723,0.93,2,0.85,2,grid
1724,0.94,1,0.85,2,grid
1725,0.86,3,0.85,3,grid
1726,0.88,2,0.85,2,grid
1727,0.95,1,0.95,2,grid
1728,0.93,2,0.85,2,grid
1729,0.9,2,0.85,2,grid
1730,0.89,2,0.85,2,grid
1731,0.85,2,0.85,2,grid
1732,0.89,1,0.85,2,grid
1733,0.89,2,0.85,2,grid
1734,0.85,3,0.85,3,grid
1735,0.95,1,0.95,2,grid
1736,0.88,1,0.85,2,grid
1737,0.85,1,0.85,2,grid
1738,0.88,1,0.85,2,grid
1739,0.91,2,0.85,2,grid
1740,0.92,2,0.85,2,grid
1741,0.89,4,0.85,5,grid
1742,0.85,4,0.85,5,grid
1743,0.96,1,0.95,2,grid
1744,0.92,2,0.85,2,grid
1745,0.83,2,0.75,2,grid
1746,0.92,1,0.85,2,grid
1747,0.89,2,0.85,2,grid
1748,0.95,1,0.95,2,grid
1749,0.92,2,0.85,2,grid
1750,0.96,1,0.95,2,grid
1751,0.89,2,0.85,2,grid
1752,0.91,2,0.85,2,grid
1753,0.91,2,0.85,2,grid
1754,0.93,2,0.85,2,grid
1755,0.97,1,0.95,2,grid
1756,0.93,1,0.85,2,grid
1757,0.89,1,0.85,2,grid
1758,0.9,1,0.85,2,grid
1759,0.9,2,0.85,2,grid
1760,0.95,1,0.95,2,grid
1761,0.93,2,0.85,2,grid
1762,0.97,1,0.95,2,grid
1763,0.88,2,0.85,2,grid
1764,0.89,1,0.85,2,grid
1765,0.92,2,0.85,2,grid
1766,0.91,1,0.85,2,grid
1767,0.87,2,0.85,2,grid
1768,0.83,3,0.75,3,grid
1769,0.88,2,0.85,2,grid
1770,0.93,1,0.85,2,grid
1771,0.89,2,0.85,2,grid
1772,0.9,1,0.85,2,grid
1773,0.95,1,0.95,2,grid
1774,0.88,2,0.85,2,grid
1775,0.88,1,0.85,2,grid
1776,0.93,1,0.85,2,grid
1777,0.93,1,0.85,2,grid
1778,0.86,1,0.85,2,grid
1779,0.9,1,0.85,2,grid
1780,0.9,5,0.85,5,grid
1781,0.97,1,0.95,2,grid
1782,0.95,1,0.95,2,grid
1783,0.98,1,0.95,2,grid
1784,0.91,2,0.85,2,grid
1785,0.87,2,0.85,2,grid
1786,0.9,1,0.85,2,grid
1787,0.93,1,0.85,2,grid
1788,0.89,1,0.85,2,grid
1789,0.97,1,0.95,2,grid
1790,0.9,1,0.85,2,grid
1791,0.92,1,0.85,2,grid
1792,0.88,2,0.85,2,grid
1793,0.92,2,0.85,2,grid
1794,0.93,2,0.85,2,grid
1795,0.97,1,0.95,2,grid
1796,0.98,1,0.95,2,grid
1797,0.89,2,0.85,2,grid
1798,0.84,2,0.75,2,grid
1799,0.95,1,0.95,2,grid
1800,0.9,2,0.85,2,grid
1801,0.92,1,0.85,2,grid
1802,0.92,1,0.85,2,grid
1803,0.86,1,0.85,2,grid
1804,0.95,2,0.95,2,grid
1805,0.96,1,0.95,2,grid
1806,0.87,3,0.85,3,grid
1807,0.88,1,0.85,2,grid
1808,0.91,2,0.85,2,grid
1809,0.86,3,0.85,3,grid
1810,0.92,3,0.85,3,grid
1811,0.85,2,0.85,2,grid
1812,0.86,3,0.85,3,grid
1813,0.89,1,0.85,2,grid
1814,0.92,1,0.85,2,grid
1815,0.89,1,0.85,2,grid
1816,0.95,1,0.95,2,grid
1817,0.89,1,0.85,2,grid
1818,0.92,2,0.85,2,grid
1819,0.87,3,0.85,3,grid
1820,0.9,1,0.85,2,grid
1821,0.93,1,0.85,2,grid
1822,0.95,1,0.95,2,grid
1823,0.95,1,0.95,2,grid
1824,0.93,1,0.85,2,grid
1825,0.94,1,0.85,2,grid
1826,0.87,2,0.85,2,grid
1827,0.89,2,0.85,2,grid
1828,0.87,3,0.85,3,grid
1829,0.89,2,0.85,2,grid
1830,0.94,1,0.85,2,grid
1831,0.88,1,0.85,2,grid
1832,0.97,1,0.95,2,grid
1833,0.93,1,0.85,2,grid
1834,0.88,2,0.85,2,grid
1835,0.93,2,0.85,2,grid
1836,0.84,3,0.75,3,grid
1837,0.93,2,0.85,2,grid
1838,0.94,1,0.85,2,grid
1839,0.92,1,0.85,2,grid
1840,0.88,2,0.85,2,grid
1841,0.96,2,0.95,2,grid
1842,0.92,1,0.85,2,grid
1843,0.91,1,0.85,2,grid
1844,0.87,2,0.85,2,grid
1845,0.94,2,0.85,2,grid
1846,0.98,1,0.95,2,grid
1847,0.9,1,0.85,2,grid
1848,0.91,2,0.85,2,grid
1849,0.94,1,0.85,2,grid
1850,0.93,1,0.85,2,grid
1851,0.94,2,0.85,2,grid
1852,0.92,1,0.85,2,grid
1853,0.91,1,0.85,2,grid
1854,0.9,1,0.85,2,grid
1855,0.92,1,0.85,2,grid
1856,0.95,1,0.95,2,grid
1857,0.85,2,0.85,2,grid
1858,0.93,2,0.85,2,grid
1859,0.97,1,0.95,2,grid
1860,0.83,2,0.75,2,grid
1861,0.92,2,0.85,2,grid
1862,0.96,1,0.95,2,grid
1863,0.94,1,0.85,2,grid
1864,0.93,3,0.85,3,grid
1865,0.83,3,0.75,3,grid
1866,0.94,1,0.85,2,grid
1867,0.94,2,0.85,2,grid
1868,0.95,1,0.95,2,grid
1869,0.86,2,0.85,2,grid
1870,0.92,1,0.85,2,grid
1871,0.89,1,0.85,2,grid
1872,0.97,1,0.95,2,grid
1873,0.89,1,0.85,2,grid
1874,0.96,1,0.95,2,grid
1875,0.96,1,0.95,2,grid
1876,0.87,2,0.85,2,grid
1877,0.97,1,0.95,2,grid
1878,0.89,3,0.85,3,grid
1879,0.89,2,0.85,2,grid
1880,0.99,1,0.95,2,grid
1881,0.99,1,0.95,2,grid
1882,0.87,2,0.85,2,grid
1883,0.86,1,0.85,2,grid
1884,0.86,1,0.85,2,grid
1885,0.89,1,0.85,2,grid
1886,0.95,1,0.95,2,grid
1887,0.93,1,0.85,2,grid
1888,0.92,1,0.85,2,grid
1889,0.96,1,0.95,2,grid
1890,0.91,4,0.85,5,grid
1891,0.94,1,0.85,2,grid
1892,0.9,1,0.85,2,grid
1893,1.0,0,0.95,2,grid
1894,0.97,1,0.95,2,grid
1895,0.96,1,0.95,2,grid
1896,0.93,1,0.85,2,grid
1897,0.95,1,0.95,2,grid
1898,0.96,2,0.95,2,grid
1899,0.9,1,0.85,2,grid
1900,0.98,1,0.95,2,grid
1901,0.86,2,0.85,2,grid
1902,0.89,1,0.85,2,grid
1903,0.94,2,0.85,2,grid
1904,0.97,1,0.95,2,grid
1905,0.9,2,0.85,2,grid
1906,0.91,1,0.85,2,grid
1907,0.86,3,0.85,3,grid
1908,0.94,2,0.85,2,grid
1909,0.91,2,0.85,2,grid
1910,0.93,1,0.85,2,grid
1911,0.92,3,0.85,3,grid
1912,0.98,1,0.95,2,grid
1913,0.89,1,0.85,2,grid
1914,0.9,1,0.85,2,grid
1915,0.9,1,0.85,2,grid
1916,0.89,3,0.85,3,grid
1917,0.9,1,0.85,2,grid
1918,0.89,1,0.85,2,grid
1919,0.92,1,0.85,2,grid
1920,0.91,1,0.85,2,grid
1921,0.87,1,0.85,2,grid
1922,0.93,2,0.85,2,grid
1923,0.95,1,0.95,2,grid
1924,0.94,2,0.85,2,grid
1925,0.9,2,0.85,2,grid
1926,0.89,1,0.85,2,grid
1927,0.89,1,0.85,2,grid
1928,0.9,1,0.85,2,grid
1929,0.89,1,0.85,2,grid
1930,0.85,2,0.85,2,grid
1931,0.9,1,0.85,2,grid
1932,0.94,1,0.85,2,grid
1933,0.94,1,0.85,2,grid
1934,0.91,1,0.85,2,grid
1935,0.93,2,0.85,2,grid
1936,0.9,2,0.85,2,grid
1937,0.95,1,0.95,2,grid
1938,0.93,2,0.85,2,grid
1939,0.84,1,0.75,2,grid
1940,0.89,1,0.85,2,grid
1941,0.9,1,0.85,2,grid
1942,0.95,1,0.95,2,grid
1943,0.93,2,0.85,2,grid
1944,0.93,2,0.85,2,grid
1945,0.95,1,0.95,2,grid
1946,0.93,1,0.85,2,grid
1947,0.94,2,0.85,2,grid
1948,0.88,1,0.85,2,grid
1949,0.94,1,0.85,2,grid
1950,0.93,2,0.85,2,grid
1951,0.94,2,0.85,2,grid
1952,0.8,3,0.75,3,grid
1953,0.86,2,0.85,2,grid
1954,0.88,1,0.85,2,grid
1955,0.93,1,0.85,2,grid
1956,0.93,1,0.85,2,grid
1957,0.97,1,0.95,2,grid
1958,0.95,1,0.95,2,grid
1959,0.87,1,0.85,2,grid
1960,0.89,1,0.85,2,grid
1961,0.91,1,0.85,2,grid
1962,0.94,1,0.85,2,grid
1963,0.84,2,0.75,2,grid
1964,0.98,1,0.95,2,grid
1965,0.84,3,0.75,3,grid
1966,0.94,1,0.85,2,grid
1967,0.92,1,0.85,2,grid
1968,0.89,1,0.85,2,grid
1969,0.87,1,0.85,2,grid
1970,0.88,1,0.85,2,grid
1971,0.88,1,0.85,2,grid
1972,0.89,2,0.85,2,grid
1973,0.86,3,0.85,3,grid
1974,0.97,1,0.95,2,grid
1975,0.9,1,0.85,2,grid
1976,0.85,2,0.85,2,grid
1977,0.89,1,0.85,2,grid
1978,0.88,2,0.85,2,grid
1979,0.89,2,0.85,2,grid
1980,0.99,1,0.95,2,grid
1981,0.99,1,0.95,2,grid
1982,0.85,2,0.85,2,grid
1983,0.96,1,0.95,2,grid
1984,0.97,1,0.95,2,grid
1985,0.92,2,0.85,2,grid
1986,0.89,2,0.85,2,grid
1987,0.87,3,0.85,3,grid
1988,0.89,1,0.85,2,grid
1989,0.91,2,0.85,2,grid
1990,0.9,1,0.85,2,grid
1991,0.9,1,0.85,2,grid
1992,0.9,2,0.85,2,grid
1993,0.97,1,0.95,2,grid
1994,0.86,3,0.85,3,grid
1995,0.91,1,0.85,2,grid
1996,0.92,2,0.85,2,grid
1997,0.95,1,0.95,2,grid
1998,0.91,2,0.85,2,grid
1999,0.89,2,0.85,2,grid
2000,0.96,1,0.95,2,grid
2001,0.9,2,0.85,2,grid
2002,0.87,1,0.85,2,grid
2003,0.9,1,0.85,2,grid
2004,0.94,1,0.85,2,grid
2005,0.68,10,0.65,10,grid
2006,0.18,70,SAT,SAT,sat_worst
2007,0.64,20,0.55,20,grid
2008,0.93,2,0.85,2,grid
2009,0.9,1,0.85,2,grid
2010,0.93,1,0.85,2,grid
2011,0.91,1,0.85,2,grid
2012,0.9,1,0.85,2,grid
2013,0.9,3,0.85,3,grid
2014,0.96,1,0.95,2,grid
2015,0.92,1,0.85,2,grid
2016,0.88,2,0.85,2,grid
2017,0.92,1,0.85,2,grid
2018,0.89,2,0.85,2,grid
2019,0.93,1,0.85,2,grid
2020,0.92,2,0.85,2,grid
2021,0.89,1,0.85,2,grid
2022,0.92,2,0.85,2,grid
2023,0.87,1,0.85,2,grid
2024,0.97,1,0.95,2,grid
2025,0.89,1,0.85,2,grid
2026,0.85,2,0.85,2,grid
2027,0.95,2,0.95,2,grid
2028,0.94,1,0.85,2,grid
2029,0.91,1,0.85,2,grid
2030,0.9,1,0.85,2,grid
2031,0.88,1,0.85,2,grid
2032,0.93,1,0.85,2,grid
2033,0.91,2,0.85,2,grid
2034,0.67,7,0.65,10,grid
2035,0.55,40,0.55,40,grid
2036,0.75,8,0.75,10,grid
2037,0.02,96,SAT,SAT,sat_worst
2038,0.35,34,SAT,40,sat_worst
2039,0.66,8,0.65,10,grid
2040,0.9,2,0.85,2,grid
2041,0.96,2,0.95,2,grid
2042,0.88,1,0.85,2,grid
2043,0.9,1,0.85,2,grid
2044,0.94,1,0.85,2,grid
2045,0.89,1,0.85,2,grid
2046,0.97,1,0.95,2,grid
2047,0.99,1,0.95,2,grid
2048,0.89,2,0.85,2,grid
2049,0.92,2,0.85,2,grid
2050,0.97,1,0.95,2,grid
2051,0.91,3,0.85,3,grid
2052,0.88,1,0.85,2,grid
2053,0.95,1,0.95,2,grid
2054,0.87,2,0.85,2,grid
2055,0.85,2,0.85,2,grid
2056,0.99,1,0.95,2,grid
2057,0.92,1,0.85,2,grid
2058,0.87,2,0.85,2,grid
2059,0.9,2,0.85,2,grid
2060,0.93,2,0.85,2,grid
2061,0.86,1,0.85,2,grid
2062,0.94,2,0.85,2,grid
2063,0.92,1,0.85,2,grid
2064,0.93,2,0.85,2,grid
2065,0.89,1,0.85,2,grid
2066,0.89,1,0.85,2,grid
2067,0.95,1,0.95,2,grid
2068,0.93,2,0.85,2,grid
2069,0.9,1,0.85,2,grid
2070,0.95,1,0.95,2,grid
2071,0.89,1,0.85,2,grid
2072,0.9,1,0.85,2,grid
2073,0.89,2,0.85,2,grid
2074,0.88,1,0.85,2,grid
2075,0.85,4,0.85,5,grid
2076,0.88,2,0.85,2,grid
2077,0.97,1,0.95,2,grid
2078,0.83,4,0.75,5,grid
2079,0.99,1,0.95,2,grid
2080,0.85,3,0.85,3,grid
2081,0.91,2,0.85,2,grid
2082,0.92,1,0.85,2,grid
2083,0.87,2,0.85,2,grid
2084,0.89,1,0.85,2,grid
2085,0.92,1,0.85,2,grid
2086,0.94,1,0.85,2,grid
2087,0.94,1,0.85,2,grid
2088,0.85,2,0.85,2,grid
2089,0.87,3,0.85,3,grid
2090,0.94,1,0.85,2,grid
2091,0.81,2,0.75,2,grid
2092,0.93,1,0.85,2,grid
2093,0.93,1,0.85,2,grid
2094,0.89,1,0.85,2,grid
2095,0.89,1,0.85,2,grid
2096,0.88,2,0.85,2,grid
2097,0.86,2,0.85,2,grid
